id,ord_in_trial,start_time,stop_time,trial_id,x,y,image_index,image_path
104,8,49.659324999999995,49.916325,18,7.669819166562967,-0.5758644280856845,195.0,Stimuli/bcc18905b59b085d4fa8b7a587f32f63.png
105,9,49.971325,50.464324999999995,18,18.34407019060502,-7.04426875907181,195.0,Stimuli/bcc18905b59b085d4fa8b7a587f32f63.png
106,0,50.85045,51.84545,19,0.4618183391936392,0.21858496850847173,23.0,Stimuli/40dbf89053feb9299b28d1df87f322f3.png
107,1,51.88545,52.03945,19,4.403399368606145,2.1520407695163555,23.0,Stimuli/40dbf89053feb9299b28d1df87f322f3.png
108,2,52.090450000000004,52.31445,19,-6.592565915924072,3.6103363179128847,23.0,Stimuli/40dbf89053feb9299b28d1df87f322f3.png
109,3,52.37145,52.587450000000004,19,5.444307140759549,2.0927202340313222,23.0,Stimuli/40dbf89053feb9299b28d1df87f322f3.png
110,4,52.63045,52.79645,19,10.84491494494586,1.4170143614943405,23.0,Stimuli/40dbf89053feb9299b28d1df87f322f3.png
111,5,52.831450000000004,53.26945,19,5.5140088454101,0.9281745054510767,23.0,Stimuli/40dbf89053feb9299b28d1df87f322f3.png
112,6,53.32345,53.575450000000004,19,18.47292581585171,-6.416191757900822,23.0,Stimuli/40dbf89053feb9299b28d1df87f322f3.png
113,7,53.63445,53.82045,19,1.7326592560068677,0.09731856281646799,23.0,Stimuli/40dbf89053feb9299b28d1df87f322f3.png
114,0,54.276075,54.511075,20,-2.167959958986399,0.5331405204470362,155.0,Stimuli/03afee3f3104dfe917a1f0273cf6531a.png
115,1,54.553075,54.681075,20,-0.3807669499079628,0.7349153733786621,155.0,Stimuli/03afee3f3104dfe917a1f0273cf6531a.png
116,0,55.0752,55.297200000000004,21,10.010001479252656,-15.970306915899304,32.0,Stimuli/6660d6a3e0a3c1d5842e5e1c3307b4ce.png
117,1,55.3502,56.129200000000004,21,0.33186627668052676,1.0056227032447522,32.0,Stimuli/6660d6a3e0a3c1d5842e5e1c3307b4ce.png
118,2,56.1712,56.348200000000006,21,6.7735533542518045,1.2558957101242847,32.0,Stimuli/6660d6a3e0a3c1d5842e5e1c3307b4ce.png
119,3,56.3782,57.0352,21,9.693585358324473,-0.11604412722822316,32.0,Stimuli/6660d6a3e0a3c1d5842e5e1c3307b4ce.png
120,4,57.080200000000005,57.2702,21,4.487572906818673,1.5094907696322974,32.0,Stimuli/6660d6a3e0a3c1d5842e5e1c3307b4ce.png
121,5,57.3232,57.5492,21,-8.716666511467647,-0.27866550112651844,32.0,Stimuli/6660d6a3e0a3c1d5842e5e1c3307b4ce.png
122,6,57.669200000000004,57.760200000000005,21,-2.3076253302405108,-14.131722098280115,32.0,Stimuli/6660d6a3e0a3c1d5842e5e1c3307b4ce.png
123,0,58.584050000000005,58.64705,22,-1.0508266423029653,-0.1568468087998309,168.0,Stimuli/0d96af0e263f1a53b03e8da1df5a88ae.png
124,1,58.66105,58.764050000000005,22,-1.0488500455552696,-0.4053677359416813,168.0,Stimuli/0d96af0e263f1a53b03e8da1df5a88ae.png
125,2,58.82605,58.91805,22,-0.9714484939772045,-1.0707840116275331,168.0,Stimuli/0d96af0e263f1a53b03e8da1df5a88ae.png
126,0,59.502175,59.588175,23,19.54461018667297,-1.076122824220279,177.0,Stimuli/4a18cb02387a4a3649e7063caebdeb40.png
127,1,59.643175,60.336175000000004,23,0.40947116459561644,0.1291446915188738,177.0,Stimuli/4a18cb02387a4a3649e7063caebdeb40.png
128,2,60.378175,61.511175,23,9.173436364020485,0.05008359815863559,177.0,Stimuli/4a18cb02387a4a3649e7063caebdeb40.png
129,3,61.558175,61.706175,23,5.993518371306704,1.724453514658304,177.0,Stimuli/4a18cb02387a4a3649e7063caebdeb40.png
130,4,61.743175,61.909175000000005,23,8.129300532657332,-0.48483099506755317,177.0,Stimuli/4a18cb02387a4a3649e7063caebdeb40.png
131,5,61.963175,62.138175000000004,23,10.353194849088787,-15.967011457532847,177.0,Stimuli/4a18cb02387a4a3649e7063caebdeb40.png
132,6,62.199175000000004,62.372175,23,19.54153923269032,-1.0408498455135002,177.0,Stimuli/4a18cb02387a4a3649e7063caebdeb40.png
133,0,62.832725,63.092725,24,-0.3467392884271927,1.4689428019126123,77.0,Stimuli/41ed19ebcb729500ddb12741dd9f073a.png
134,1,63.132725,63.248725,24,-1.1556758073571731,1.6362866237969453,77.0,Stimuli/41ed19ebcb729500ddb12741dd9f073a.png
